time,speed,baro_pressure,amb_air_temp,accelerator_pos_d,accelerator_pos_e,
230303_132612,30.3546011430147,90.6816161873226,-81.54285092740307,-76.5258374352188,64.27778767524671,
230303_132612,30.370202351466872,90.697528349397,-81.52802782776043,-76.51116657607332,64.29382856917951,
230303_132613,30.38569606206494,90.71352135236071,-81.51334054171437,-76.49663621619612,64.30978325016083,
230303_132613,30.401036188671988,90.7295466865092,-81.49883260620513,-76.4822893977833,64.3256041288496,
230303_132613,30.416331961885742,90.74571892449941,-81.48440075177092,-76.46802401169906,64.34140395503708,
230303_132614,30.431478252666693,90.76192753119295,-81.470144337742,-76.45393829242843,64.35707416355504,
230303_132614,30.446495645746808,90.77819375433988,-81.45604380989204,-76.44001289424324,64.37263599171811,
230303_132614,30.46138092820876,90.79451380419097,-81.44210214299997,-76.42625074498164,64.38808605659716,
230303_132614,30.476116638092794,90.81086796585208,-81.42833557909985,-76.41266785909653,64.40340617458543,
230303_132615,30.49074365959111,90.82730167978734,-81.41470597125314,-76.39922660074846,64.41863881878115,
230303_132615,30.505227644239046,90.84377672402356,-81.40124534238653,-76.38595857411069,64.43374831996007,
230303_132615,30.519576782564766,90.86030241801258,-81.38794611745206,-76.37285627734025,64.44874318215084,
230303_132615,30.533808721638405,90.87689982778838,-81.37479205973167,-76.35990377371945,64.46364195482474,
230303_132616,30.547871393156957,90.89350840838337,-81.36183132543067,-76.34714847564105,64.47839015269469,
230303_132616,30.56177574123649,90.9101405232816,-81.34905373996077,-76.33458035128827,64.49299916868299,
230303_132616,30.575591632987027,90.92688121321814,-81.33639533716777,-76.32213653200401,64.50754262602237,
230303_132616,30.58918836858298,90.94357239944647,-81.32397592442155,-76.30993480283031,64.52188296219485,
230303_132617,30.602629483108625,90.96029092657871,-81.31173725386559,-76.29791789867379,64.5360870527379,
230303_132617,30.615884615837565,90.97699879872707,-81.29970695613257,-76.28611294275366,64.55012276241516,
230303_132617,30.628978369051634,90.99372688135115,-81.2878626630038,-76.27449798047175,64.56401613456802,
230303_132617,30.64192595704382,91.01049568414854,-81.27619081189627,-76.26305974779557,64.5777834373462,
230303_132618,30.654666636769996,91.02722662026565,-81.26474615481206,-76.2518519036372,64.59136011708955,
230303_132618,30.667223317172446,91.0439490241873,-81.25350799116178,-76.24085415045431,64.60477047799408,
230303_132618,30.679592654727365,91.06065840873238,-81.24247929756675,-76.23006940954406,64.61801095654238,
230303_132618,30.691772157486625,91.0773513901777,-81.23166232461405,-76.21949985308824,64.63107884981517,
230303_132619,30.703788459468917,91.09406546890442,-81.2210335475699,-76.20912255548302,64.64400290261075,
230303_132619,30.715569370130755,91.11069995318778,-81.21065681749029,-76.19899983952772,64.65670539518759,
230303_132619,30.727126192554937,91.12726880783755,-81.20052179775082,-76.18912155292047,64.66919829437627,
230303_132619,30.73853190269241,91.14387764882537,-81.1905646584353,-76.17942551541253,64.68156060739537,
230303_132620,30.749718455532626,91.16042871655526,-81.18084506258924,-76.16996987315846,64.69371873533866,
230303_132620,30.76068985085897,91.17692734482829,-81.1713594201141,-76.16075111263841,64.7056769600087,
230303_132620,30.77140796275141,91.19331447186794,-81.16214039900417,-76.15180092258237,64.71739349706304,
230303_132620,30.782502329419216,91.21057492724994,-81.15265042431741,-76.14259818934609,64.72955940283201,
230303_132621,30.792785308147003,91.22686134065896,-81.14390548231435,-76.13412816125536,64.74087234690003,
230303_132621,30.802863800811807,91.24311118082514,-81.13538523530063,-76.12588601064269,64.75199699584593,
230303_132621,30.81270387776728,91.2592698167089,-81.12711839004768,-76.1178995104875,64.76289589983418,
230303_132621,30.822346165368963,91.27540471629413,-81.1190709194403,-76.11013581329154,64.77361417648392,
230303_132622,30.831777757769004,91.29149662352559,-81.11125403785296,-76.10260582460022,64.78413775507997,
230303_132622,30.84094947895183,91.30746132035902,-81.10370843667991,-76.09534873028134,64.79441173356767,
230303_132622,30.84989780059862,91.32336157731427,-81.09640398438701,-76.08833552457267,64.80447687569536,
230303_132622,30.858581150332313,91.33912266016577,-81.08937447203446,-76.08159861959044,64.81428630333698,
230303_132623,30.867038391012365,91.35481440390687,-81.08258828807604,-76.07510769167413,64.82388384984127,
230303_132623,30.875227267378015,91.37035754785629,-81.07607921253008,-76.06889502024896,64.83322143234699,
230303_132623,30.88319974368906,91.38585088883032,-81.06980596111566,-76.0629212067215,64.8423583323298,
230303_132623,30.89092448707812,91.40123543393631,-81.06379352408408,-76.05721012165321,64.8512588828548,
230303_132624,30.89837703904977,91.41646066679846,-81.05806061920876,-76.05177947431902,64.85989467211833,
230303_132624,30.90558850850968,91.43158905746627,-81.05258312417884,-76.04660637147326,64.86830160979054,
230303_132624,30.912541618482706,91.44658463030005,-81.04737420923118,-76.04170326644017,64.87645958909859,
230303_132624,30.91926781279229,91.46151851998007,-81.04241030196114,-76.03704804576682,64.88440640580362,
230303_132625,30.925726103004532,91.4762978537427,-81.03772312796346,-76.0326705477266,64.89209195971922,
230303_132625,30.931915655288996,91.49092219757158,-81.03331174291614,-76.02856978326221,64.8995168846267,
230303_132625,30.937868353129424,91.50546742859572,-81.02915412850693,-76.0247253731596,64.90671901318098,
230303_132625,30.9435393066151,91.51982449815237,-81.02528173312021,-76.0211664190158,64.91364412877346,
230303_132626,30.948936152524634,91.53400865145163,-81.02168863665939,-76.01788730005897,64.92030102124794,
230303_132626,30.954066668470304,91.54803841086982,-81.01836931868982,-76.01488289017696,64.92669903821066,
230303_132626,30.958937808541663,91.561933560956,-81.0153194073534,-76.01214926831972,64.93284696662187,
230303_132626,30.963543711372235,91.57567903439057,-81.01254287324842,-76.00969007340484,64.93873760291997,
230303_132627,30.967883525215402,91.58927347659937,-81.01004044113384,-76.00750600761283,64.94437001157195,
230303_132627,30.97676925477454,91.61966517274269,-81.00536883507576,-76.00356324093408,64.95622874794117,
230303_132627,30.98021662981357,91.63270513222324,-81.00377722286727,-76.00229199640529,64.96098897957589,
230303_132628,30.983398728920957,91.64560565585938,-81.00246083936482,-76.00129734045593,64.96549319716826,
230303_132628,30.98633722357021,91.65847568229951,-81.00141444646763,-76.00057685846059,64.96977476726667,
230303_132628,30.988956294408716,91.67097973050052,-81.00066444091406,-76.0001484376474,64.97372278141536,
230303_132628,30.991295205753634,91.68327857234262,-81.00019486121701,-76.00000013320121,64.9773930176163,
230303_132629,30.993483722567706,91.69618009372623,-81.00000184837221,-76.0001496910123,64.98100513781152,
230303_132629,30.99536146307949,91.70889474090191,-81.00012711489178,-76.00061841199923,64.98431432521029,
230303_132629,30.997087872738128,91.72287179764696,-81.00064664465567,-76.0015225725593,64.98764876504877,
230303_132630,30.998388012970093,91.73623991523178,-81.00154039134536,-76.00279154673197,64.99052268786593,
230303_132630,30.99919614201004,91.74743041796727,-81.00260532915627,-76.00417645903892,64.99267682115345,
230303_132630,30.999726012699032,91.75841340875644,-81.0039481344044,-76.0058388187096,64.9945545936227,
230303_132630,30.999977618006504,91.76920376843029,-81.00557144811395,-76.00778171978371,64.99615789676442,
230303_132631,30.999949550643997,91.77978959420939,-81.00747475572297,-76.0100043139895,64.99748394828963,
230303_132631,30.99964124491223,91.79016118876407,-81.00965698212036,-76.01250524772253,64.99853100245407,
230303_132631,30.99905299312033,91.80030785422485,-81.01211590440533,-76.01528196962731,64.99929795464698,
230303_132631,30.998185622492592,91.81022331862096,-81.01484948312516,-76.01833223490122,64.9997847506617,
230303_132632,30.99703603728157,91.81993463840375,-81.01786599801545,-76.02166520191265,64.9999920597869,
230303_132632,30.995608593964686,91.8294016478255,-81.02115342224536,-76.02526754356083,64.99991867001238,
230303_132632,30.993902131529175,91.8386365875213,-81.024715230153,-76.02914312676336,64.99956510088106,
230303_132632,30.9919216098622,91.84761798072212,-81.0285420240764,-76.03328180393414,64.99893306423773,
230303_132633,30.989663238568863,91.85636670583828,-81.03264178090501,-76.03769225587669,64.9980218206757,
230303_132633,30.987126246335674,91.864883240105,-81.0370154496334,-76.04237547371429,64.99683074010542,
230303_132633,30.9843053235359,91.87317932280739,-81.04167111157203,-76.04733998699766,64.995356552334,
230303_132633,30.981224257950817,91.88118899523026,-81.04657021430486,-76.05254477688487,64.99361219909947,
230303_132634,30.977864501791128,91.88896561707186,-81.05174315918978,-76.05802222113499,64.9915878358944,
230303_132634,30.97422627172487,91.89650467819398,-81.057188898933,-76.06377115139966,64.98928308375199,
230303_132634,30.97032879077686,91.90377050860462,-81.06288057617772,-76.0697632411394,64.98670971972248,
230303_132634,30.96616109823646,91.91078179308847,-81.06883037541684,-76.07601140641597,64.98386306878653,
230303_132635,30.961712682306214,91.91755884948947,-81.07505727149145,-76.08253551899045,64.98073350679049,
230303_132635,30.956991011059607,91.92408498636284,-81.08154870619535,-76.08932234011434,64.9773265347078,
230303_132635,30.951997991631263,91.93035613140827,-81.08830180362466,-76.0963688313318,64.9736433453086,
230303_132635,30.946727111615843,91.93637810173563,-81.09532495419214,-76.10368369460815,64.96967883305214,
230303_132636,30.941225410640147,91.94210082158722,-81.10255612856031,-76.1112024076319,64.96546884704537,
230303_132636,30.93543196221054,91.94758867805749,-81.11007557876376,-76.11900843706255,64.96096689943927,
230303_132636,30.929380437151973,91.95280647173655,-81.11783902921177,-76.12705574233408,64.95610136220148,
230303_132636,30.923073886961262,91.9577527680202,-81.12584277989126,-76.13534051674354,64.95116687706347,
230303_132637,30.916495025737902,91.96244028870173,-81.13410859830567,-76.14388527201284,64.94585747500838,
230303_132637,30.909669218141616,91.96685060558312,-81.14260457458624,-76.15265701287976,64.94029092833307,
230303_132637,30.902582653255813,91.970993127763,-81.15134798545391,-76.16167358864044,64.9344560353028,
230303_132637,30.895253779448513,91.97485750231084,-81.16031613000534,-76.17091159976266,64.92836805123711,
230303_132638,30.887682875417145,91.9784451612605,-81.16950895404047,-76.1803710295654,64.92202740412756,
230303_132638,30.87986704474603,91.98175835061377,-81.17893012890494,-76.19005567768691,64.91543177971595,
230303_132638,30.871800579832914,91.98479935172783,-81.18858651009957,-76.1999725878736,64.90857634383691,
230303_132638,30.8634744562848,91.98757017640887,-81.19848864602208,-76.2101325579058,64.9014532559199,
230303_132639,30.8548629881077,91.9900756860496,-81.20866645961836,-76.22056619584069,64.894040051369,
230303_132639,30.846080425091245,91.99228420151009,-81.21898516965877,-76.23113537272556,64.886435301045,
230303_132639,30.837030165962933,91.99422229315522,-81.22955868556157,-76.24195682173952,64.87855564307341,
230303_132639,30.827744577080917,91.9958813007317,-81.24034888765837,-76.25299147457098,64.87042904402583,
230303_132640,30.81825654033195,91.99725682954086,-81.25131781777543,-76.26420058143658,64.86208445611017,
230303_132640,30.808506720198917,91.99835734898227,-81.26253407874404,-76.27565421402615,64.85346967702102,
230303_132640,30.798580033585505,91.99917400220436,-81.273900080767,-76.28725274632802,64.84465984613162,
230303_132640,30.78840115163091,91.99971391131297,-81.28550224838312,-76.29908439550002,64.83558822037529,
230303_132641,30.77797321323148,91.99997444798701,-81.29733656854035,-76.31114500360792,64.82625728295355,
230303_132641,30.767372499051213,91.99995438462955,-81.30931659276486,-76.32334648729424,64.8167353765125,
230303_132641,30.75653302998711,91.99965444871539,-81.32151879812471,-76.33576675862363,64.80696192836847,
230303_132641,30.745492051721634,91.99907512726666,-81.3338958679074,-76.34835764221667,64.79697470661336,
230303_132642,30.73424720238346,91.99821683449844,-81.3464558662346,-76.36112735766565,64.78676736570536,
230303_132642,30.722796159686734,91.99707951935278,-81.35919961321376,-76.37407672897616,64.77633926679063,
230303_132642,30.71114387062746,91.99566366215252,-81.37212161266473,-76.38720020587081,64.76569487644292,
230303_132642,30.699292393522413,91.99396952183417,-81.38521958354454,-76.4004954371211,64.75483610424197,
230303_132643,30.670204302662622,91.98880083352904,-81.41718837311282,-76.43291795388512,64.72805549102614,
230303_132643,30.65770084360643,91.98616717134982,-81.430857268718,-76.44676948215965,64.71649131718546,
230303_132643,30.645045987045005,91.9832655218221,-81.44464993125904,-76.46073988076914,64.70475698180272,
230303_132644,30.63218080518724,91.98008242914472,-81.45863059663256,-76.47489421492547,64.69279785065352,
230303_132644,30.619155208183386,91.97662984764075,-81.47274495746699,-76.48917749163937,64.68066026854225,
230303_132644,30.60592761515799,91.9728964264401,-81.48703801200061,-76.50363523845307,64.66830544730728,
230303_132644,30.592495553924394,91.96887985577283,-81.50151214654706,-76.51826982392915,64.65573087211065,
230303_132645,30.578953129219087,91.96460879315157,-81.51606603408106,-76.53297881237039,64.64302471762996,
230303_132645,30.56526198877689,91.96007280785405,-81.53074121170442,-76.54780423052846,64.63015118975547,
230303_132645,30.551417719678355,91.95527084274408,-81.54554246817948,-76.56275092764066,64.61710620203485,
230303_132645,30.537368390477372,91.95018381650425,-81.5605251357942,-76.57787474938829,64.60384068481488,
230303_132646,30.523204252821277,91.94484404981026,-81.57559291742817,-76.59307848123244,64.59043979688867,
230303_132646,30.50883772832751,91.93921808905253,-81.5908388609228,-76.60845599808707,64.57682065946719,
230303_132646,30.494385017697976,91.93335143977333,-81.60613969313931,-76.6238829629987,64.5630933923237,
230303_132646,30.47978516498537,91.92722037167593,-81.62156012646658,-76.63942465081838,64.54920022802709,
230303_132647,30.465059909937715,91.92083400277473,-81.63707716979444,-76.65505787533796,64.53516187733769,
230303_132647,30.450194049087713,91.91418569819513,-81.65270685052177,-76.67079882475754,64.52096382843916,
230303_132647,30.43520435347071,91.90728278224434,-81.66843150478199,-76.6866296624384,64.50662207650002,
230303_132647,30.42006076842764,91.9001084993339,-81.68428761812511,-76.70258711446706,64.49210314658971,
230303_132648,30.404867200605395,91.89271971895177,-81.70015135046958,-76.71854657172833,64.47752065935013,
230303_132648,30.389526205660367,91.8850626888556,-81.71613980301113,-76.73462586321108,64.46276718299183,
230303_132648,30.374081186702387,91.87716083209247,-81.73220256523948,-76.75077427289585,64.44788904337503,
230303_132648,30.35853406647622,91.86901527939683,-81.74833767543306,-76.76698983247073,64.43288809621112,
230303_132649,30.342862859897714,91.860614112278,-81.76456785186708,-76.78329536199908,64.41774310537096,
230303_132649,30.32709602169,91.85197215819015,-81.78086356377341,-76.79966118111588,64.402481502305,
230303_132649,30.31127906866849,91.84311510838894,-81.79717789891954,-76.81604018292188,64.38714744012967,
230303_132649,30.295345567081384,91.83400266479255,-81.81358530220115,-76.83250924064504,64.37166900051433,
230303_132650,30.279309011696743,91.82465158125693,-81.83005407170131,-76.84903021225438,64.35608179263191,
230303_132650,30.26324016412783,91.8150936647454,-81.84652923108251,-76.86555422891117,64.34043208036054,
230303_132650,30.24705311256439,91.80528111664577,-81.86309302762041,-76.88216169347997,64.32464369303231,
230303_132650,30.230772186466,91.79522753347767,-81.87972029841642,-76.89882734181326,64.30874026674603,
230303_132651,30.214442746016022,91.78496077630388,-81.8963647525554,-76.91550477197805,64.29276603550606,
230303_132651,30.19810603074679,91.774507927542,-81.91298451463629,-76.93215205994123,64.27676153156546,
230303_132651,30.181659334658224,91.76380324390561,-81.9296840650843,-76.94887385834662,64.26062613410329,
230303_132651,30.165170069161128,91.7528898473499,-81.94639485066884,-76.96560149981225,64.24442585241097,
230303_132652,30.148630007722016,91.74176233804191,-81.96312520496728,-76.98234332823915,64.228152626659,
230303_132652,30.132038244185864,91.73041986963057,-81.9798760177039,-76.999100211972,64.21180553516507,
230303_132652,30.11542378915784,91.71888236497048,-81.99661798286623,-77.01584288117103,64.19541315510635,
230303_132652,30.098788617333636,91.70715160533365,-82.01334919974826,-77.03256938810355,64.1789775175736,
230303_132653,30.08208722291434,91.69519506862589,-82.03011534553904,-77.04932544368964,64.1624536075428,
230303_132653,30.065436969877624,91.6830973566944,-82.04679873171621,-77.06599340288128,64.14595758527267,
230303_132653,30.048699804175683,91.67075821963346,-82.06353768804298,-77.08271148513674,64.12935270164213,
230303_132653,30.032032876551494,91.65829378833166,-82.08017508977309,-77.09932276899299,64.11279489626224,
230303_132654,30.015365260573926,91.64565247466953,-82.09678201160253,-77.11589826208774,64.09621387929533,
230303_132654,29.998628285369513,91.63278129336271,-82.11342667016518,-77.13250602447815,64.07954126596815,
230303_132654,29.981886777860634,91.6197289854371,-82.13004445860732,-77.14908154385718,64.06284144745102,
230303_132654,29.9651309729445,91.60648755069089,-82.14664495702948,-77.16563440833875,64.04610463350988,
230303_132655,29.94842810556057,91.593110513278,-82.16316162080989,-77.18209823172151,64.0293980758683,
230303_132655,29.931697120208263,91.57953294236825,-82.17967463295473,-77.19855295550018,64.0126406575413,
230303_132655,29.91501094985942,91.56581375465608,-82.19611194826341,-77.21492678048993,63.99590540719593,
230303_132655,29.898214056072433,91.55182333965739,-82.21262649012685,-77.23137198542291,63.97903609023,
230303_132656,29.88157070146845,91.53778163734893,-82.22895838147411,-77.24762977949935,63.96229811825793,
230303_132656,29.864923539623252,91.52355731291763,-82.24526228903768,-77.26385417149385,63.94553341613479,
230303_132656,29.8483577398888,91.50922324397177,-82.26145481796662,-77.27996217649553,63.92882776782257,
230303_132656,29.83188789598361,91.49479363464671,-82.27752198209778,-77.2959399160308,63.91219610631638,
230303_132657,29.815455198509866,91.48021768841589,-82.29352126507662,-77.31184461878844,63.895579105872926,
230303_132657,29.799039265163014,91.46547475063593,-82.30947436667009,-77.32769778978252,63.87895403611511,
230303_132657,29.78272133613086,91.4506433656336,-82.32529648746026,-77.34341517977903,63.86240930110371,
230303_132657,29.76641292204661,91.43563746508347,-82.34107929122267,-77.35908784193596,63.84584901199624,
230303_132658,29.75015723428326,91.42049758550074,-82.35677878654633,-77.3746720572446,63.82931898160195,
230303_132658,29.733948235850058,91.40521747623428,-82.37240069543923,-77.39017348640644,63.81281299245326,
230303_132658,29.70070958120545,91.37329909004625,-82.40433214215932,-77.42184027523216,63.77889066008916,
230303_132659,29.684782563105276,91.35772055678369,-82.41958253886811,-77.43695528737761,63.76259977897124,
230303_132659,29.668933915510742,91.34203194852303,-82.43472486447585,-77.45195729929446,63.74636523567099,
230303_132659,29.653228730023894,91.32629838745828,-82.44969709753715,-77.4667848340752,63.7302537710216,
230303_132659,29.637525293992283,91.31037713741296,-82.46463415353243,-77.48157153060824,63.714119903240764,
230303_132700,29.62197976634596,91.2944257998748,-82.47938738259869,-77.49617017335413,63.69812400951225,
230303_132700,29.606531379599637,91.27838288944527,-82.49401460865832,-77.51063802127949,63.68220365836941,
230303_132700,29.59120990261694,91.26227947043729,-82.50848767170123,-77.5249472133213,63.6663895472686,
230303_132701,29.57600903983985,91.24610936143581,-82.52281258295788,-77.53910374469133,63.650675247775084,
230303_132701,29.560900149585585,91.22984169822999,-82.537016301703,-77.5531342069414,63.63503105828599,
230303_132701,29.545931643892764,91.21352842528891,-82.55105324627375,-77.56699358126261,63.61950712485001,
230303_132701,29.531132826027378,91.19720267847015,-82.56489616194712,-77.58065499652947,63.60413397728641,
230303_132702,29.5164512263029,91.1808071666703,-82.57859423395689,-77.5941670122939,63.5888571852174,
230303_132702,29.50187118076155,91.16432343150517,-82.59216190616439,-77.60754384483417,63.57366032638147,
230303_132702,29.487473539744176,91.14784309166319,-82.60552397957419,-77.62071135979154,63.558627698562354,
230303_132702,29.473177642027586,91.13127385103469,-82.61875531962536,-77.63374333361224,63.543675087331046,
230303_132703,29.459006868266723,91.11464141662168,-82.63183404067966,-77.64661816481991,63.528826769742224,
230303_132703,29.44501605278924,91.09801029572331,-82.64470954621012,-77.65928605002743,63.51414023186158,
230303_132703,29.43118351318605,91.08135537957932,-82.65740193865288,-77.67176679091429,63.49959277751561,
230303_132703,29.41752301896562,91.06469366904315,-82.6698986496814,-77.68404803032158,63.48519893640693,
230303_132704,29.40401078381472,91.04799610119531,-82.68222141050919,-77.69615114550649,63.47093367904592,
230303_132704,29.390680037834446,91.03130377100153,-82.69433991966811,-77.70804637515565,63.45683205121242,
230303_132704,29.3775211210099,91.01460495461674,-82.70626305405646,-77.71974242528889,63.44288390025766,
230303_132704,29.364527072143346,90.99789069392553,-82.71799707772826,-77.7312454451898,63.42908182400111,
230303_132705,29.35166841226517,90.98112164475245,-82.72956836963675,-77.74258124862828,63.4153943360108,
230303_132705,29.339033243799953,90.96441273604488,-82.74089764603244,-77.75367216501175,63.401915216170245,
230303_132705,29.32655348841651,90.94767424692893,-82.75204601579107,-77.76457801879455,63.3885718799977,
230303_132705,29.314282251024107,90.9309771304386,-82.7629659615621,-77.77525234577432,63.375421072209015,
230303_132706,29.302155280310764,90.91423309886945,-82.77371454580356,-77.78575086665157,63.36239381451031,
230303_132706,29.29023079603337,90.89752124748019,-82.78423990920464,-77.79602289404995,63.34955250715989,
230303_132706,29.278561814470955,90.88091785543413,-82.79449561536703,-77.80602317724038,63.33695448351445,
230303_132706,29.267107840535925,90.86436758533894,-82.80451765826284,-77.81578688387012,63.32455632665257,
230303_132707,29.255790099441185,90.8477547254215,-82.81437463091022,-77.82538079934591,63.312272494228765,
230303_132707,29.24470930405447,90.83122569121036,-82.82397856039512,-77.83471922341674,63.30021215869297,
230303_132707,29.233861654450283,90.81477661233536,-82.83333308338787,-77.84380575574033,63.288371381249505,
230303_132707,29.22321528956971,90.79835949434627,-82.8424656984054,-77.852667142275,63.27671543539478,
230303_132708,29.212768036214477,90.78196975004425,-82.85137807325931,-77.8613049331048,63.265241782214915,
230303_132708,29.20256088362293,90.76567167819744,-82.86003524681922,-77.86968525355,63.2539954329074,
230303_132708,29.192564648152153,90.74941899592895,-82.86846200374877,-77.8778321053921,63.242944287389705,
